,Доходы гостиниц и аналогичных средств размещения,Число гостиниц и средств размещения,Численность размещенных лиц в гостиницах и ананлогичных средствах размещения,Число ночевок в гостиницах и ананлогичных средствах размещения,"Средняя численность работников, включая внешних совместителей",Число туристских фирм,"Средства, поступившие от реализации туристкого продукта",Число реализованных турпакетов населению
439,,,,,False,,,
440,,,,,False,,,
441,,,,,False,,,
442,,,,,False,,,
443,,,,,False,,,
444,,,,,False,,,
445,,,,,False,,,
446,,,,,False,,,
447,,,,,False,,,
448,,,,,False,,,
449,,,,,False,,,
450,,,,,False,,,
451,,,,,False,,,
452,,,,,False,,,
453,,,,,False,,,
454,,,,,False,,,
455,,,,,False,,,
456,,,,,False,,,
457,,,,,False,,,
458,,,,,False,,,
459,,,,,False,,,
460,,,,,False,,,
461,,,,,False,,,
462,,,,,False,,,
463,,,,,False,,,
464,,,,,False,,,
465,,,,,False,,,
466,,,,,False,,,
467,,,,,False,,,
468,,,,,False,,,
469,,,,,False,,,
470,,,,,False,,,
471,,,,,False,,,
472,,,,,False,,,
